OBJECTID,target_fid,fid_1,fid_1_1,cust_num,decription,corp_name,trade_name,name,address,renewal_pe,addrid,score,addrerr,geoid,store_id,matchaddr,objectid_12,objectid_1,objectid_2,objectid_12_13,type,type_other,storeopen,namechg,totalads,ad_menthol,ad_lcc,ad_detach,price_any,price_low,price_bran,price_bra0,price_open,price_pack,price_spec,tax_ext,promo_ext_,promo_ext0,promo_ext1,adlevel_ex,ageofsale,registers,tobacco_an,lowprice,price_bra1,price_bra2,open_brand,special_lo,tax_lowpri,promo_int_,promo_int0,promo_int1,adlevel_in,sell_new,place_new,ads_new,pricead_ne,special_ne,taxad_new,pricenoad2,taxnoad_ne,promoad_ne,promoad_n0,promoad_n1,single_lcc,typesingle,typesingl0,typesingl1,place_sing,pack_lcc,typepack_l,typepack_0,typepack_1,place_lccp,sell_lcc,place_lcc,ads_lcc,pricead_lc,special_lc,taxad_lcc,countad_lc,typead_lcc,typead_lc0,typead_lc1,pricenoad0,taxnoad_lc,countnoad_,typenoad_l,typenoad_0,typenoad_1,promoad_lc,promoad_l0,promoad_l1,x,y,store_ido,store_id_1,objectid_12_13_14,cust_num_1,id,sequence,random,mar_addrnu,mar_stname,mar_street,mar_quadra,mar_city,mar_state,mar_zipcod,mar_ward,x_1,y_1,intptlat00,intptlon00,bkgpidfp00,fips,marid,id1,date_,type_1,product,note_,locked,sign,loosie,address_1,mar_census,eligible,inspected,sale,age,idrequest,cohort,outlet_id,dup1,maridlong
688,705,125,908,69000186,GENERAL SALES,RAMOS MARKET INC,INTERNATIONAL PROGRESO MARKET, ,7719 GEORGIA AVE NW  WASHINGTON DC 20012,1/1/2011 Thru 12/31/2012,285417,100, ,110010103002,705,7719 GEORGIA AVENUE NW,806,804.000000000000000,801.000000000000000,800.000000000000000,Other,http://www.posselink.org/surveys/file/1650,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,No advertising,No, , ,0.000000000000000, , ,0.000000000000000, , , , ,Yes,Yes,Yes,No,Behind counter or register,No, , , , ,Yes,Behind counter or register,No,0.000000000000000, , ,0.000000000000000, , , ,5.000000000000000,Yes,0.000000000000000,Yes,No,Yes,No,No,No,-77.026100159999999,38.983501429999997,1024.000000000000000,705,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
689,706,126,935,69003012,GENERAL SALES, ,NILE MARKET,ASKALE  YAREGAL,7815 GEORGIA AVE NW  WASHINGTON DC 20012,4/1/2011 Thru 3/31/2013,302140,100, ,110010103002,706,7815 GEORGIA AVENUE NW,818,816.000000000000000,812.000000000000000,811.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,7.900000100000000,Menthol,Marlboro, ,No,No,No,No,No,Very little advertising,No, , ,0.000000000000000, , ,0.000000000000000, , , , ,No, , , , ,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.026298519999997,38.984100339999998,1025.000000000000000,706,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
690,708,127,1019,69008539,GENERAL SALES,GEORGIA SERVICES INC,WALTER REED EXXON, ,7401 GEORGIA AVE NW  WASHINGTON DC 20012,9/1/2009 Thru 8/31/2011,253740,100, ,110010103002,708,7401 GEORGIA AVENUE NW,310,305.000000000000000,303.000000000000000,302.000000000000000,Convenience, ,Open now, ,2.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,Yes,5.099999900000000,Don't know,Maverick, ,1.000000000000000,No,Yes,No,Yes,No,Very little advertising,Yes,Less than three,Yes,5.099999900000000,Menthol,Maverick, ,No,Yes,No,Yes,Yes,No advertising,Yes,Behind counter or register,Yes,6.480000020000000,No,Yes,0.000000000000000, ,No,No,No,Yes,Yes,Yes,Yes,Behind counter or register,Yes,Yes,Yes,Yes,Behind counter or register,Yes,Behind counter or register,Yes,4.480000020000000,No,Yes,0.000000000000000,Yes,Yes,Yes,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.025901790000006,38.979698180000000,1021.000000000000000,708,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
691,709,128,1177,70108700,GENERAL SALES,SUNSHINE BAR & LOUNGE LLC,SUNSHINE BAR & LOUNGE, ,7331 GEORGIA AVE NW  WASHINGTON DC 20010,10/1/2010 Thru 9/30/2012,254745,100, ,110010103002,709,7331 GEORGIA AVENUE NW,846,845.000000000000000,840.000000000000000,840.000000000000000,Other,http://www.posselink.org/surveys/file/1639,Closed now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No, , ,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.026199340000005,38.979198459999999,1026.000000000000000,709,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
692,710,129,476,64001691,GENERAL SALES,SMOKIN' DOG  LLC.,SMOKIN' DOG  LLC., ,704 FERN PL NW  WASHINGTON DC 20012,8/1/2008 Thru 7/31/2010,251002,100, ,110010103003,710,704 FERN PLACE NW,993,993.000000000000000,993.000000000000000,993.000000000000000,Other,http://www.posselink.org/surveys/file/1932,No longer in business at location, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000, , , ,0.000000000000000, , , , , , , , , ,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.023399350000005,38.978099819999997,1161.000000000000000,710,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
693,711,135,1004,69007567,GENERAL SALES,E & Z INC.,E & Z INC., ,7000 BLAIR RD NW  WASHINGTON DC 20012,8/1/2009 Thru 7/31/2011,249127,100, ,110010017021,711,7000 BLAIR ROAD NW,492,481.000000000000000,475.000000000000000,470.000000000000000,Gas station, ,Open now, ,1.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,Yes,6.190000060000000,Non-Menthol,Newport, ,1.000000000000000,Yes,Yes,No,No,No,Moderate advertising,Yes,Less than three,Yes,6.150000100000000,Non-Menthol,Maverick, ,Yes,No,No,No,No,In your face advertising,Yes,Behind counter or register,Yes,7.489999770000000,No,No,0.000000000000000, ,No,No,No,No, , , , ,Yes,No,No,No,Behind counter or register,Yes,Behind counter or register,No,0.000000000000000, , ,0.000000000000000, , , ,4.989999770000000,Yes,0.000000000000000,Yes,No,Yes,No,No,No,-77.019096370000000,38.974998470000003,1215.000000000000000,711,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
694,712,136,1208,71100936,GENERAL SALES, ,4TH STREET MARKET,JACQUELINE  FEBRUARY,6900 4TH ST NW  WASHINGTON DC 20012,2/1/2011 Thru 1/31/2013,249117,100, ,110010017021,712,6900 4TH STREET NW,183,181.000000000000000,179.000000000000000,176.000000000000000,Liquor, ,Business has different name,http://www.posselink.org/surveys/file/2014,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,Very little advertising,Yes,Behind counter or register,No,0.000000000000000, , ,8.600000380000001,No,No,No,No,No, , , , ,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.018302919999996,38.973800660000002,1216.000000000000000,712,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
695,713,134,162,39803290,GENERAL SALES, ,GRAND CHINA CARRYOUT,LI XIAN SHI  GUO JIAN CHEN,6925 BLAIR RD NW  WASHINGTON DC 20012,8/1/2010 Thru 7/31/2012,251671,100, ,110010017021,713,6925 BLAIR ROAD NW,820,818.000000000000000,814.000000000000000,813.000000000000000,Other,http://www.posselink.org/surveys/file/2011,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,Very little advertising,No, , ,0.000000000000000, , ,0.000000000000000, , , , ,Yes,Yes,No,Yes,Behind counter or register,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.017501830000000,38.974300380000003,1214.000000000000000,713,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
696,715,131,201,39904436,GENERAL SALES, ,7 ELEVEN,MARK  CHIOCHANKITMUN,218 CEDAR ST NW  WASHINGTON DC 20012,8/1/2010 Thru 7/31/2012,245144,100, ,110010017022,715,218 CEDAR STREET NW,669,652.000000000000000,645.000000000000000,638.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,6.679999830000000,Menthol, , ,No,No,No,Yes,No,In your face advertising,Yes,Behind counter or register,Yes,8.329999920000001, ,No,0.000000000000000, ,No,No,No,No, , , , ,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,4.590000150000000,No,No,5.000000000000000,Yes,No,Yes,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.015899660000002,38.975299839999998,1578.000000000000000,715,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
697,716,132,1045,69011269,GENERAL SALES, ,MOM AND SONS,SUNG  KWAK,6415 CHILLUM PL NW  WASHINGTON DC 20012,12/1/2009 Thru 11/30/2011,246258,100, ,110010017022,716,6415 CHILLUM PLACE NW,732,731.000000000000000,728.000000000000000,727.000000000000000,Other,http://www.posselink.org/surveys/file/3886,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,No,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.012298580000007,38.967998500000000,1579.000000000000000,716,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
698,717,151,1097,70101733,GENERAL SALES,DISTRICT OF COLUMBIA CVS PHARMACY LLC,CVS#1364, ,6514 GEORGIA AVE NW  WASHINGTON DC 20012,3/1/2010 Thru 2/29/2012,285342,100, ,110010018042,717,6514 GEORGIA AVENUE NW,0,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,,,0.000000000000000,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,0.000000000000000,,,0.000000000000000,,,,,,,,,,,,,,,,,,0.000000000000000,,,0.000000000000000,,,,0.000000000000000,,0.000000000000000,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
699,719,146,322,50008127,GENERAL SALES,NORA  OSCAR  INC.,NORA  OSCAR  INC., ,6404 GEORGIA AVE NW  WASHINGTON DC 20012,8/1/2010 Thru 7/31/2012,285334,100, ,110010018042,719,6404 GEORGIA AVENUE NW,767,766.000000000000000,764.000000000000000,764.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,No,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.027801510000003,38.967800140000001,1903.000000000000000,719,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
700,721,173,1026,69009145,GENERAL SALES,IDA INCORPORATED,PINEY BRANCH SHELL CONVENIENCE STORE, ,6419 GEORGIA AVE NW  WASHINGTON DC 20011,10/1/2009 Thru 9/30/2011,254024,100, ,110010019014,721,6419 GEORGIA AVENUE NW,38,38.000000000000000,37.000000000000000,36.000000000000000,Gas station, ,Open now, ,2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,Yes,6.150000100000000,Non-Menthol,Maverick, ,1.000000000000000,No,No,No,No,No,Moderate advertising,Yes,Less than three,Yes,7.449999810000000,Menthol,Marlboro, ,No,No,No,No,No,Moderate advertising,Yes,Behind counter or register,No,0.000000000000000, , ,7.340000150000000,No,No,No,No,Yes,Yes,No,Yes,Behind counter or register,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,2.000000000000000,No,No,2.000000000000000,Yes,No,Yes,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.027099609999993,38.968101500000003,1140.000000000000000,721,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
701,725,110,209,39937615,GENERAL SALES,SUNRISE NEWSSTAND INC,SUNRISE NEWSSTAND INC, ,5335 WISCONSIN AVE NW  WASHINGTON DC 20015,8/1/2010 Thru 7/31/2012,303179,100, ,110010011002,725,5335 WISCONSIN AVENUE NW,84,82.000000000000000,80.000000000000000,78.000000000000000,Pharmacy, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,Very little advertising,Yes,Less than three,Yes,5.849999900000000,Non-Menthol, , ,No,No,No,No,No,Very little advertising,Yes,Behind counter or register,No,0.000000000000000, , ,7.880000110000000,No,No,No,No,Yes,Yes,No,Yes,Behind counter or register,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,5.889999870000000,No,No,5.000000000000000,Yes,No,Yes,0.000000000000000, ,0.000000000000000, , , ,No,No,Yes,-77.084800720000004,38.960098270000003,1757.000000000000000,725,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
702,727,170,1024,69009013,GENERAL SALES,CIRCLE XON LLC,CIRCLE XON LLC, ,5521 CONNECTICUT AVE NW  WASHINGTON DC 20015,10/1/2009 Thru 9/30/2011,264023,100, ,110010014011,727,5521 CONNECTICUT AVENUE NW,194,192.000000000000000,190.000000000000000,187.000000000000000,Gas station, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,No advertising,Yes,Behind counter or register,No,0.000000000000000, , ,8.829999920000001,No,No,No,No,No, , , , ,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.074302669999994,38.963798519999997,1989.000000000000000,727,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
703,729,76,465,64000716,GENERAL SALES,MASS. AVENUE DELI  INC,MASS. AVE. DELI & MINI MARKET, ,4000 MASSACHUSETTS AVE NW  WASHINGTON DC 20016,7/1/2010 Thru 6/30/2012,223988,100, ,110010007012,729,4000 MASSACHUSETTS AVENUE NW,691,674.000000000000000,667.000000000000000,660.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,7.750000000000000,Menthol,Marlboro, ,No,No,No,No,No,Very little advertising,Yes,Behind counter or register,Yes,8.750000000000000,No,No,0.000000000000000, ,No,No,No,No, , , , ,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,No,0.000000000000000, , ,0.000000000000000, , , ,5.250000000000000,Yes,5.000000000000000,Yes,No,Yes,No,No,No,-77.078697199999993,38.931301120000001,1872.000000000000000,729,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
704,730,77,770,67006195,GENERAL SALES,CAH INC,WESTCHESTER MARKET, ,4000 CATHEDRAL AVE NW  WASHINGTON DC 20016,11/1/2009 Thru 10/31/2011,223991,100, ,110010007013,730,4000 CATHEDRAL AVENUE NW,914,913.000000000000000,910.000000000000000,938.000000000000000,Grocery, ,Not open to the public, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000, , , ,0.000000000000000, , , , , , , , , ,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.079803470000002,38.928398129999998,1873.000000000000000,730,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
705,731,97,582,66001141,GENERAL SALES, , ,DUK  LEE,4201 CATHEDRAL AVE NW  WASHINGTON DC 20016,2/1/2010 Thru 1/31/2012,224793,100, ,110010008011,731,4201 CATHEDRAL AVENUE NW,76,75.000000000000000,73.000000000000000,210.000000000000000,Grocery, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,No advertising,Yes,Behind counter or register,No,0.000000000000000, , ,9.000000000000000,No,No,No,No,No, , , , ,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.083000179999999,38.930801389999999,1826.000000000000000,731,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
706,733,152,280,50000955,GENERAL SALES, ,MIMI'S CONVENIENCE STORE,WOO  SEONG LEE,5435 MACARTHUR BLVD NW  WASHINGTON DC 20016,8/1/2010 Thru 7/31/2012,224231,100, ,110010009011,733,5435 MACARTHUR BOULEVARD NW,659,644.000000000000000,637.000000000000000,630.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,7.849999900000000,Non-Menthol, , ,No,Yes,No,No,No,Moderate advertising,Yes,Behind counter or register,Yes,8.250000000000000,No,Yes,0.000000000000000, ,No,No,No,No, , , , ,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,4.190000060000000,No,Yes,5.000000000000000,Yes,No,No,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.106399539999998,38.929901119999997,1763.000000000000000,733,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
707,734,176,492,65000152,GENERAL SALES,LUCKY PIONEER   INC.,MAC MARKET & DELI, ,5185 MACARTHUR BLVD NW  WASHINGTON DC 20016,8/1/2010 Thru 7/31/2012,275285,100, ,110010009021,734,5185 MACARTHUR BOULEVARD NW,678,661.000000000000000,654.000000000000000,647.000000000000000,Grocery, ,Open now, ,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,Very little advertising,Yes,Less than three,Yes,6.289999960000000,Non-Menthol,Newport, ,No,Yes,No,No,Yes,Moderate advertising,Yes,Behind counter or register,Yes,8.500000000000000,No,No,0.000000000000000, ,No,No,No,No, , , , ,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,1.990000010000000,No,No,2.000000000000000,Yes,No,No,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.102699279999996,38.926700590000003,1764.000000000000000,734,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,0
